Datum	A	B	F	G	S	T	V
2012-12-06		Straßenverkehr|junger Mensch|Straßenverkehr|Luftverkehr|Preis|Straßenverkehr|Vereinfachung der Rechtsvorschriften|Verfassung|Agrarerzeugnisse und Lebensmittel|Land- und Forstwirtschaft, Fischerei|öffentliche Verwaltung|öffentlicher Dienst|Straßenverkehr|Straßen- und Brückenbau|Tiermedizin|Tierschutz|Gesundheit	Informatik|Information und Informationsverarbeitung|öffentliche Sicherheit|Steuerwesen|Wirtschaft|Verkehr|Steuerwesen|öffentliche Sicherheit|Agrarerzeugnisse und Lebensmittel|Land- und Forstwirtschaft, Fischerei|öffentliche Verwaltung|öffentlicher Dienst|Agrarerzeugnisse und Lebensmittel|Tiermedizin|Tierschutz|Gesundheit|soziale Sicherheit|namentliche Abstimmung|soziale Sicherheit	Arbeitslosenversicherung|Familie|Agrarerzeugnisse und Lebensmittel|Land- und Forstwirtschaft, Fischerei|öffentliche Verwaltung|öffentlicher Dienst|Primarstufe|Gesundheit	Strafrecht|Agrarerzeugnisse und Lebensmittel|Land- und Forstwirtschaft, Fischerei|öffentliche Verwaltung|öffentlicher Dienst		Strafrecht|Agrarerzeugnisse und Lebensmittel|Land- und Forstwirtschaft, Fischerei|öffentliche Verwaltung|öffentlicher Dienst
2012-12-12				Filmindustrie|Darstellende Künste|Museum|Statistik	Filmindustrie|Ausweis|Darstellende Künste|Museum|Statistik		Ausweis
2013-01-30		Europäische Union|Parlamentsdebatte|Wasserbewirtschaftung|Gesundheit|junger Mensch|Tabak	Elektrizitäts- und Kernkraftindustrie|Elektrizitätsindustrie|Währungsbeziehungen|Haushaltskontrolle|Presse|Europäische Union|öffentliche Verwaltung|öffentlicher Dienst|Wasser|Wasserbewirtschaftung	Arbeitsrecht|Informatik|Information und Informationsverarbeitung|Europäische Union|Wasserbewirtschaftung|Europäische Union|Wasserbewirtschaftung|Verfassungsgerichtsbarkeit|Verwaltungsgerichtsbarkeit|Elektrizitäts- und Kernkraftindustrie|Gesetzgebungsverfahren|Wohnungspolitik|Zivildienst|Elektrizitätsindustrie|Verwaltungsrecht|Elektrizitätsindustrie|Gesetzgebungsverfahren|Strafrecht|Schienentransport|Arbeitsrecht|Gesetzgebungsverfahren|soziale Sicherheit|Elektrizitätsindustrie|Energie|Gesetzgebungsverfahren|Familie|Zivildienst|Einkommen|Verwaltung und Entlohnung des Personals|Europäische Union|öffentliche Verwaltung|öffentlicher Dienst|Wasser|Wasserbewirtschaftung|öffentliche Verwaltung|öffentlicher Dienst|Verfassung|Wasser|Wasserbewirtschaftung	Wahl|Gesetzgebungsverfahren|Verfassung|Behinderter|Verfassungsgerichtsbarkeit|Verwaltungsgerichtsbarkeit|öffentliche Verwaltung|öffentlicher Dienst|Verfassung|Wasser|Wasserbewirtschaftung		Wahl|Gesetzgebungsverfahren|Verfassung|Behinderter|Verfassungsgerichtsbarkeit|Verwaltungsgerichtsbarkeit|öffentliche Verwaltung|öffentlicher Dienst|Verfassung|Wasser|Wasserbewirtschaftung
2013-01-31		Gesundheit|junger Mensch|Tabak|Umwelt|Bildung|Organisation des Unterrichtswesens	Gesetzgebungsverfahren|Verfassung|Wasserbewirtschaftung|Einkommen|Strafrecht|Verwaltung und Entlohnung des Personals|Bildung|Organisation des Unterrichtswesens|Exekutive|Misstrauensantrag|namentliche Abstimmung|Verteidigung|Archiv|Museum|Land- und Forstwirtschaft, Fischerei|Steuerwesen	Hochschulausbildung|junger Mensch|Menschenrechte|Opferhilfe|Bildung|Organisation des Unterrichtswesens|Straßenverkehr|Straßenverkehr|Straßenverkehr|Zivildienst|Ausweis|Straßenverkehr	Internationale Beziehungen|Bildung|Organisation des Unterrichtswesens|Straßenverkehr|Straßenverkehr|Ausweis|Straßenverkehr	Bildung|Organisation des Unterrichtswesens|junger Mensch|Straßenverkehr|Straßenverkehr|Darstellende Künste|junger Mensch|Preis|Ausweis|Straßenverkehr|Ausweis|Straßenverkehr	Internationale Beziehungen|Bildung|Organisation des Unterrichtswesens|Straßenverkehr|Straßenverkehr|Ausweis|Straßenverkehr
2013-02-13					Strafrecht		Strafrecht
2013-02-19		Europäische Union|Exekutive|Misstrauensantrag|Europäische Union	Bürgerliches Recht|direkt gewählte Kammer	Finanzausgleich|Wohnungspolitik		Europäische Union|Europäische Union|öffentliche Verwaltung|öffentlicher Dienst|Europäische Union|Handel|Industrie|Unternehmen und Wettbewerb	
2013-02-20		Umwelt	Umwelt	Umwelt	Umwelt		Umwelt
2013-02-27		Agrarerzeugnisse und Lebensmittel|Agrarerzeugnisse und Lebensmittel|Agrarerzeugnisse und Lebensmittel|Steuerwesen	Staatsangehöriger|Steuerwesen|Wohnungspolitik|Wohnungspolitik|Informatik|Information und Informationsverarbeitung|soziale Sicherheit|Strafrecht|Wohnungspolitik|Land- und Forstwirtschaft, Fischerei|Steuerwesen|Strafrecht|Wohnungspolitik|Geschäftsordnung des Parlaments|Gesetzgebungsverfahren|Bürgerliches Recht|Verfassung|Gesundheit|Gliedstaat|Sozialpolitik|Haushaltskontrolle|Europäische Union|Wirtschaft|Kulturpolitik|Kunst|Religion|Land- und Forstwirtschaft, Fischerei|namentliche Abstimmung|Steuerwesen	Bürgerliches Recht|Agrarerzeugnisse und Lebensmittel|Agrarerzeugnisse und Lebensmittel|Primarstufe|Haushaltskontrolle|Verwaltungsrecht|Bauindustrie und öffentliches Bauwesen|Baupolitik|Bildung|Organisation des Unterrichtswesens	Steuerwesen	Europäische Union|Forschung und geistiges Eigentum|Wissenschaften|Haushaltskontrolle|Strafrecht	Steuerwesen
2013-02-28				Umwelt			
2013-03-20		Steuerwesen|Exekutive|Misstrauensantrag|Finanzwesen|Verfassung	Steuerwesen|Einkommen|Verwaltung und Entlohnung des Personals|Finanzwesen|Verfassung	Behinderter|Steuerwesen	Steuerwesen	Steuerwesen	Steuerwesen
2013-03-21		Straßenverkehr|Behinderter|soziale Sicherheit|Gesundheit|Straßenverkehr	Finanzwesen|Verfassung|Familie	Museum|Bauindustrie und öffentliches Bauwesen|Baupolitik|Hochschulausbildung|Sekundarstufe|Arbeitsrecht|Erwachsenenbildung	Inkompatibilität|Verfassung|Gliedstaat|junger Mensch	Familienleistungsausgleich|Straßenverkehr	Inkompatibilität|Verfassung|Gliedstaat|junger Mensch
2013-04-03		Gesundheit|junger Mensch	direkt gewählte Kammer|Geschäftsordnung des Parlaments|Verfassung|öffentliche Verwaltung|öffentlicher Dienst|öffentliche Sicherheit|öffentliche Verwaltung|öffentlicher Dienst|öffentliche Sicherheit|öffentliche Verwaltung|öffentlicher Dienst			junger Mensch	
2013-04-09					Gesundheit		Gesundheit
2013-04-22		Europäische Union|Finanzwesen	Wohnungspolitik|Finanzwesen|Wohnungspolitik|Europäische Union|partizipative Demokratie|Währungsbeziehungen	öffentliche Sicherheit|Haushaltskontrolle|Öffentliche Finanzen und Haushaltspolitik|Bürgerliches Recht|Europäische Union|Land- und Forstwirtschaft, Fischerei|Europäische Union|Finanzwesen|Informatik|Information und Informationsverarbeitung|Steuerwesen			
2013-04-25		Land- und Forstwirtschaft, Fischerei|Steuerwesen|Land- und Forstwirtschaft, Fischerei|Steuerwesen|Parlamentsdebatte|Steuerwesen|Bildung|Familienleistungsausgleich|Organisation des Unterrichtswesens	Wohnungspolitik|Wohnungspolitik|Währungsbeziehungen|Land- und Forstwirtschaft, Fischerei|Primarstufe|Europäische Union|partizipative Demokratie|Währungsbeziehungen	Wohnungspolitik|Wohnungspolitik|Behinderter|Primarstufe|Europäische Union|Exekutive|Informatik|Information und Informationsverarbeitung|Misstrauensantrag|Steuerwesen|Währungsbeziehungen			
2013-04-26		Land- und Forstwirtschaft, Fischerei|Bürgerliches Recht	Museum|Handel|Industrie|Unternehmen und Wettbewerb|Straßenverkehr|Museum|Wohnungspolitik|Exekutive|Gesundheit|Misstrauensantrag|Gesundheit|soziale Sicherheit	Flüchtling|Umwelt|Völkerrecht	Museum|Verkehr|Straßenverkehr|Apotheke|Gesundheit	Primarstufe|Gesundheit|soziale Sicherheit	Museum|Verkehr|Straßenverkehr|Apotheke|Gesundheit
2013-05-07		Sport	Sport	Sport	Sport		Sport
2013-05-14		Land- und Forstwirtschaft, Fischerei|Tiermedizin|Tierschutz|Umwelt|Land- und Forstwirtschaft, Fischerei|Tiermedizin|Tierschutz|Umwelt|Land- und Forstwirtschaft, Fischerei|Tiermedizin|Tierschutz|Umwelt|Exekutive|Misstrauensantrag|namentliche Abstimmung	Finanzwesen|Wohnungspolitik|Primarstufe|Wohnungspolitik|Land- und Forstwirtschaft, Fischerei|öffentliche Sicherheit|Exekutive|Land- und Forstwirtschaft, Fischerei|namentliche Abstimmung|Umwelt|Verwaltungsorganisation|Land- und Forstwirtschaft, Fischerei|Tiermedizin|Tierschutz|Umwelt|Exekutive|Misstrauensantrag|namentliche Abstimmung	Umwelt|Wohnungspolitik|Land- und Forstwirtschaft, Fischerei|Tiermedizin|Tierschutz|Umwelt|Land- und Forstwirtschaft, Fischerei|Tiermedizin|Tierschutz|Umwelt|Exekutive|Misstrauensantrag|namentliche Abstimmung|öffentliche Verwaltung|öffentlicher Dienst	Land- und Forstwirtschaft, Fischerei|Tiermedizin|Tierschutz|Umwelt	Exekutive|Misstrauensantrag|namentliche Abstimmung	Land- und Forstwirtschaft, Fischerei|Tiermedizin|Tierschutz|Umwelt
2013-05-22		Geschäftsordnung des Parlaments|Gesetzgebungsverfahren|Primarstufe|Primarstufe	öffentliche Sicherheit|Straßenverkehr|Geschäftsordnung des Parlaments|Gesetzgebungsverfahren|Verfassung|Verfassung|Strafrecht|Schienentransport|Straßen- und Brückenbau|Europäische Union|Land- und Forstwirtschaft, Fischerei|öffentliche Sicherheit|Geschäftsordnung des Parlaments|Gesetzgebungsverfahren|Schienentransport|Straßen- und Brückenbau|Straßenverkehr	Handel|Industrie|Unternehmen und Wettbewerb|Wahl|Umwelt|Gesundheit|Geschäftsordnung des Parlaments|Gesetzgebungsverfahren|Primarstufe|Museum	Geschäftsordnung des Parlaments|Gesetzgebungsverfahren|Verfassungsgerichtsbarkeit|Verwaltungsgerichtsbarkeit|Geschäftsordnung des Parlaments|Gesetzgebungsverfahren	Geschäftsordnung des Parlaments|Gesetzgebungsverfahren|Kulturpolitik|Kunst|Steuerwesen|Straßenverkehr	Geschäftsordnung des Parlaments|Gesetzgebungsverfahren|Verfassungsgerichtsbarkeit|Verwaltungsgerichtsbarkeit|Geschäftsordnung des Parlaments|Gesetzgebungsverfahren
2013-05-23		Gesundheit|junger Mensch|Geschäftsordnung des Parlaments|Gesetzgebungsverfahren|Steuerwesen|Handel|Industrie|Strafrecht|Unternehmen und Wettbewerb|Ausbildungsbeihilfe|Exekutive|Hochschulausbildung|Verwaltungsorganisation	Beschäftigung und Arbeitsbedingungen|Beschäftigung und Arbeitsbedingungen|Tourismus|Forschung und geistiges Eigentum|Umwelt|Verfassung|Wasserbewirtschaftung|Wissenschaften|Sekundarstufe|Elektrizitätsindustrie|Gesundheit|Hochschulausbildung|ethnische Gruppe|Internationale Beziehungen|Bildung|Organisation des Unterrichtswesens|Tourismus|Bildung|Organisation des Unterrichtswesens|Haushaltskontrolle|Haushaltskontrolle|Öffentliche Finanzen und Haushaltspolitik|Sport|Verteidigung	soziale Sicherheit|Geschäftsordnung des Parlaments|Gesetzgebungsverfahren|Forschung und geistiges Eigentum|Öffentliche Finanzen und Haushaltspolitik|Wissenschaften|Arbeitsrecht|namentliche Abstimmung|namentliche Abstimmung|Öffentliche Finanzen und Haushaltspolitik|Politik der Zusammenarbeit	Handel|Industrie|Unternehmen und Wettbewerb|Forschung und geistiges Eigentum|Umwelt|Verfassung|Wasserbewirtschaftung|Wissenschaften|Handel|Industrie|Unternehmen und Wettbewerb|Internationale Beziehungen|Buchprüfung|Verfassung|Elektrizitätsindustrie|Verfassung	Sport|namentliche Abstimmung|Öffentliche Finanzen und Haushaltspolitik|Politik der Zusammenarbeit	Handel|Industrie|Unternehmen und Wettbewerb|Forschung und geistiges Eigentum|Umwelt|Verfassung|Wasserbewirtschaftung|Wissenschaften|Handel|Industrie|Unternehmen und Wettbewerb|Internationale Beziehungen|Buchprüfung|Verfassung|Elektrizitätsindustrie|Verfassung
2013-06-04			Verfassung|Verfassungsgerichtsbarkeit|Verwaltungsgerichtsbarkeit		Verfassung|Verfassungsgerichtsbarkeit|Verwaltungsgerichtsbarkeit		Verfassung|Verfassungsgerichtsbarkeit|Verwaltungsgerichtsbarkeit
2013-06-05				Menschenrechte|Menschenrechte|Presse	Menschenrechte|Menschenrechte|Presse		Menschenrechte|Menschenrechte|Presse
2013-06-12		Gesundheit|Europäische Union|Land- und Forstwirtschaft, Fischerei|Arbeitsrecht|öffentliche Verwaltung|öffentlicher Dienst|soziale Sicherheit|Sozialpolitik|Strafrecht	Bürgerliches Recht|Presse|Staatsangehöriger|Steuerwesen|Arbeitsrecht|öffentliche Verwaltung|öffentlicher Dienst|soziale Sicherheit|Haushaltskontrolle|Strafrecht|Steuerwesen|Arbeitsrecht|Steuerwesen|Europäische Union|Land- und Forstwirtschaft, Fischerei|Arbeitsrecht|öffentliche Verwaltung|öffentlicher Dienst|soziale Sicherheit|Sozialpolitik	Gesundheit|Familienleistungsausgleich|Finanzwesen|Geschäftsordnung des Parlaments|Haushaltskontrolle|Europäische Union|Land- und Forstwirtschaft, Fischerei|Hochschulausbildung|Hochschulausbildung	Hochschulausbildung|Vereinte Nationen	Geschäftsordnung des Parlaments|Opferhilfe|Politische Partei	Hochschulausbildung|Vereinte Nationen
2013-06-13		Behinderter|Post- und Fernmeldewesen|Handel|Industrie|Unternehmen und Wettbewerb|ethnische Gruppe|Internationale Beziehungen|Vereinte Nationen|Verteidigung	Straßenverkehr|Behinderter|Post- und Fernmeldewesen|Bildung|Organisation des Unterrichtswesens|Wohnungspolitik|Behinderter|Opferhilfe|soziale Sicherheit|Sozialpolitik|Gesundheit|Wohnungspolitik|Wasserbau|Steuerwesen|Gliedstaat|Staatswald|Bildung|Organisation des Unterrichtswesens|ethnische Gruppe|Internationale Beziehungen|völkerrechtliche Verantwortlichkeit|ethnische Gruppe|Internationale Beziehungen|völkerrechtliche Verantwortlichkeit|Familie|Föderalismus	Behinderter|Post- und Fernmeldewesen|Wohnungspolitik|Vereinte Nationen|Verteidigung|Handel|Industrie|Kulturpolitik|Kunst|Unternehmen und Wettbewerb|ethnische Gruppe|Internationale Beziehungen	Behinderter|Post- und Fernmeldewesen|Bürgerliches Recht|Bildung|Organisation des Unterrichtswesens|öffentliche Verwaltung|öffentlicher Dienst|ethnische Gruppe|Internationale Beziehungen	Behinderter|Post- und Fernmeldewesen|öffentliche Sicherheit	Behinderter|Post- und Fernmeldewesen|Bürgerliches Recht|Bildung|Organisation des Unterrichtswesens|öffentliche Verwaltung|öffentlicher Dienst|ethnische Gruppe|Internationale Beziehungen
2013-06-14		Wasserbau|Tourismus|Tourismus|Wohnungspolitik|Verwaltungskontrolle	Tourismus|Bauindustrie und öffentliches Bauwesen|Baupolitik|Tourismus|Gesundheit|Elektrizitäts- und Kernkraftindustrie|Land- und Forstwirtschaft, Fischerei|Gerichtswesen	Tourismus|Tourismus	Tourismus|Föderalismus|Wasserbau|Umwelt|Arbeitsrecht|Tourismus|Land- und Forstwirtschaft, Fischerei|soziale Sicherheit|Bürgerliches Recht|Elektrizitäts- und Kernkraftindustrie|Gesundheit	Tourismus|Tourismus|Elektrizitäts- und Kernkraftindustrie	Tourismus|Föderalismus|Wasserbau|Umwelt|Arbeitsrecht|Tourismus|Land- und Forstwirtschaft, Fischerei|soziale Sicherheit|Bürgerliches Recht|Elektrizitäts- und Kernkraftindustrie|Gesundheit
2013-06-19				Strafrecht	Strafrecht		Strafrecht
2013-06-26			Informatik|Information und Informationsverarbeitung|Internationale Beziehungen|öffentliche Sicherheit|Verteidigung|Zivilschutz		Informatik|Information und Informationsverarbeitung|Internationale Beziehungen|öffentliche Sicherheit|Verteidigung|Zivilschutz		Informatik|Information und Informationsverarbeitung|Internationale Beziehungen|öffentliche Sicherheit|Verteidigung|Zivilschutz
2013-06-27		Parlamentsdebatte|Steuerwesen|Verwaltungsreform|Land- und Forstwirtschaft, Fischerei|Familie|Agrarerzeugnisse und Lebensmittel|Energie|Preis|Wirtschaft|Elektrizitätsindustrie|Energie|Straßenverkehr|Steuerwesen|Verfassung|soziale Sicherheit|Handel|Industrie|Preis|Unternehmen und Wettbewerb|Steuerwesen|Wohnungspolitik|Familienleistungsausgleich	Finanzwesen|Wohnungspolitik|Gesundheit|junger Mensch|Steuerwesen|Straßenverkehr	Land- und Forstwirtschaft, Fischerei|Gesundheit|junger Mensch|Arbeitsrecht|Sozialpolitik|Zivildienst	Strafrecht|Land- und Forstwirtschaft, Fischerei|Gesundheit|junger Mensch|Arbeitsrecht|Sozialpolitik|Zivildienst		Strafrecht|Land- und Forstwirtschaft, Fischerei|Gesundheit|junger Mensch|Arbeitsrecht|Sozialpolitik|Zivildienst
2013-07-03		Gesundheit|Gliedstaat|soziale Sicherheit		Versicherungswesen|Arbeitsrecht|Gesundheit|Tourismus	Verteidigung|Berufsverband|Gesundheit	Straßenverkehr|Steuerwesen|Tourismus|Opferhilfe|Politische Partei	Verteidigung|Berufsverband|Gesundheit
2013-07-04		Bibliothek|Agrarerzeugnisse und Lebensmittel|Handel|Industrie|Land- und Forstwirtschaft, Fischerei|Preis|Steuerwesen|Unternehmen und Wettbewerb|Bildung|Organisation des Unterrichtswesens	Behinderter|soziale Sicherheit|Behinderter|soziale Sicherheit	Finanzwesen|Öffentliche Finanzen und Haushaltspolitik|Öffentlicher Sektor|Bildung|Organisation des Unterrichtswesens|Familienleistungsausgleich|Föderalismus|Gliedstaat|Sozialpolitik|Agrarerzeugnisse und Lebensmittel|Handel|Industrie|Land- und Forstwirtschaft, Fischerei|Preis|Steuerwesen|Unternehmen und Wettbewerb	junger Mensch|öffentliche Sicherheit|Bildung|Organisation des Unterrichtswesens|Agrarerzeugnisse und Lebensmittel|Handel|Industrie|Land- und Forstwirtschaft, Fischerei|Preis|Steuerwesen|Unternehmen und Wettbewerb	Strafrecht	junger Mensch|öffentliche Sicherheit|Bildung|Organisation des Unterrichtswesens|Agrarerzeugnisse und Lebensmittel|Handel|Industrie|Land- und Forstwirtschaft, Fischerei|Preis|Steuerwesen|Unternehmen und Wettbewerb
2013-07-05		Exekutive|Misstrauensantrag	Arbeitsrecht|Bildung|Organisation des Unterrichtswesens|Flüchtling|Wein|Weinbau	Finanzwesen	Finanzwesen		Finanzwesen
2013-07-06							
2013-09-17		öffentliche Verwaltung|öffentlicher Dienst	Finanzwesen|Straßen- und Brückenbau	Haushaltskontrolle|öffentliche Verwaltung|öffentlicher Dienst|Politische Partei|Strafrecht		Bürgerliches Recht|direkt gewählte Kammer	
2013-09-18		Verwaltungsreform				Bildung|öffentliche Verwaltung|öffentlicher Dienst|Organisation des Unterrichtswesens	
2013-09-25		Föderalismus|Gliedstaat|soziale Sicherheit|Gliedstaat|Haushaltskontrolle|partizipative Demokratie|Verfassung|Verwaltungsreform|Bürgerliches Recht|Familie|Steuerwesen	Straßenverkehr|Bildung|Organisation des Unterrichtswesens|Gliedstaat|partizipative Demokratie|Verwaltungsreform|Familienleistungsausgleich|soziale Sicherheit|Steuerwesen	Gliedstaat|soziale Sicherheit|Gliedstaat|Verfassung|Verwaltungsreform			
